logon,{U3J6-G9BV28TG-2769ODFV},07/01/2010 01:24:58,CSF0929,PC-4442,Logon
device,{V1J9-P7JR21ZY-0017JSES},07/01/2010 02:23:04,CSF0929,PC-4442,Connect
http,{D4G0-L1MD77CY-0097ZJPN},07/01/2010 03:32:01,CSF0929,PC-4442,http://wikileaks.org
device,{Q7Q0-F7FL92IO-3645ARQH},07/01/2010 03:53:50,CSF0929,PC-4442,Disconnect
device,{O4Y3-X5SF91ZE-7867MGPF},07/01/2010 04:09:15,CSF0929,PC-4442,Connect
device,{V6B0-T8YP88MD-6528ZNPI},07/01/2010 05:50:23,CSF0929,PC-4442,Disconnect
logon,{Z8H4-H4SF14QV-4937EVPM},07/01/2010 06:41:03,CSF0929,PC-4442,Logoff
logon,{A0U8-W0TW50KX-6568YNYN},07/02/2010 21:54:14,CSF0929,PC-4442,Logon
device,{F9X7-E1CP85QD-3175HSBP},07/02/2010 21:57:07,CSF0929,PC-4442,Connect
device,{V2Q2-P1JW27KX-4514LWVQ},07/02/2010 22:40:25,CSF0929,PC-4442,Disconnect
logon,{O3C3-C5YI63QU-1418PESL},07/03/2010 00:26:24,CSF0929,PC-4442,Logoff
logon,{D7M2-X8TV94KG-1497LGLH},07/08/2010 06:14:57,CSF0929,PC-4442,Logon
device,{O5Y9-E5LL15ZL-7586ILYR},07/08/2010 06:18:28,CSF0929,PC-4442,Connect
device,{M0A0-U5AK71ET-3193XUDJ},07/08/2010 06:46:19,CSF0929,PC-4442,Disconnect
logon,{A9P2-E5EL77AY-4093VZAE},07/08/2010 07:12:32,CSF0929,PC-4442,Logoff
logon,{E9P9-G5RW21EF-9610NUTR},07/09/2010 00:45:34,CSF0929,PC-4442,Logon
device,{N6J8-T9UV76LX-9928WBKB},07/09/2010 01:07:57,CSF0929,PC-4442,Connect
device,{T0R8-Z6OF30MJ-4136OHNN},07/09/2010 02:51:26,CSF0929,PC-4442,Disconnect
device,{U7H9-L8SI56WF-6850MLWO},07/09/2010 05:12:18,CSF0929,PC-4442,Connect
device,{R9C6-W2UF95VS-1863FCTY},07/09/2010 05:15:10,CSF0929,PC-4442,Disconnect
logon,{Z8X9-X7QS96ZK-4403NXBG},07/09/2010 05:17:18,CSF0929,PC-4442,Logoff
logon,{N5T7-C5QJ36OV-6256GORU},07/14/2010 01:42:10,CSF0929,PC-4442,Logon
device,{J9P7-W0ZA96NY-4514SEGL},07/14/2010 02:05:21,CSF0929,PC-4442,Connect
http,{L8D6-L5UN71HC-9011NFYE},07/14/2010 04:20:11,CSF0929,PC-4442,http://wikileaks.org
device,{K3I9-M0QL80DN-2035LQRB},07/14/2010 04:26:14,CSF0929,PC-4442,Disconnect
device,{L9W7-M9BF93IP-4747NKYR},07/14/2010 05:44:39,CSF0929,PC-4442,Connect
device,{A7Q8-D1IE89FH-2009OYOL},07/14/2010 05:50:31,CSF0929,PC-4442,Disconnect
logon,{Y4H8-O2NK94SR-3611TGTQ},07/14/2010 06:24:35,CSF0929,PC-4442,Logoff
logon,{A0X2-G8CR06ZA-4524GIQH},07/16/2010 03:52:16,CSF0929,PC-4442,Logon
device,{B9Y3-U9GL52SD-5897QORJ},07/16/2010 04:11:05,CSF0929,PC-4442,Connect
http,{D4G5-M1HQ54WN-2859PYMU},07/16/2010 04:12:16,CSF0929,PC-4442,http://wikileaks.org
device,{I4Y4-C3HG50VT-5601STPG},07/16/2010 04:22:42,CSF0929,PC-4442,Disconnect
device,{W4O2-V6BQ94KQ-4625UKMC},07/16/2010 05:28:47,CSF0929,PC-4442,Connect
device,{G9E7-Z4QA33UL-8711SMWL},07/16/2010 05:43:03,CSF0929,PC-4442,Disconnect
logon,{V0R5-C2NN24NF-3434FXPE},07/16/2010 06:52:00,CSF0929,PC-4442,Logoff
