logon,{V2P4-R5AC28EF-9207YXTZ},09/29/2010 21:10:27,RCW0822,PC-1251,Logon
device,{Y9L5-A1LC41GV-9981BBLW},09/29/2010 21:30:29,RCW0822,PC-1251,Connect
device,{R9C9-Y3YC73SN-6591BGJO},09/30/2010 01:55:39,RCW0822,PC-1251,Disconnect
device,{D1X3-G7KM19JA-5118QMSB},09/30/2010 02:01:10,RCW0822,PC-1251,Connect
device,{V9D0-Y5WM83DX-0041BJLO},09/30/2010 02:37:42,RCW0822,PC-1251,Disconnect
logon,{Y6W5-O7CV78QU-3033TQMT},09/30/2010 03:06:00,RCW0822,PC-1251,Logoff
logon,{Q7B5-S7BL70GD-8250WVNL},10/02/2010 05:27:55,RCW0822,PC-1251,Logon
device,{J4L9-S1FN89GY-5468VAXS},10/02/2010 05:54:26,RCW0822,PC-1251,Connect
device,{C2K9-H6XD05WT-3372YRPP},10/02/2010 06:29:20,RCW0822,PC-1251,Disconnect
logon,{D8T3-N5SR13JB-2753SCPP},10/02/2010 07:05:06,RCW0822,PC-1251,Logoff
logon,{Y8P0-L8UI73HE-0972DMBL},10/06/2010 23:36:01,RCW0822,PC-1251,Logon
device,{S6W7-G8TS56DI-8047TVET},10/06/2010 23:59:26,RCW0822,PC-1251,Connect
http,{0K8U-6J78FF13-BWWB1737},10/06/2010 23:59:44,RCW0822,PC-1251,http://wikileaks.org
device,{E0W4-Z3RA03DW-0263CQPF},10/07/2010 00:00:01,RCW0822,PC-1251,Disconnect
logon,{T3E7-K9HT33UR-6631SCBO},10/07/2010 01:23:06,RCW0822,PC-1251,Logoff
logon,{V6S8-H4XV49DD-4201DDEQ},10/08/2010 06:48:37,RCW0822,PC-1251,Logon
device,{K1J2-B1QY57TD-5843NFPH},10/08/2010 06:55:47,RCW0822,PC-1251,Connect
device,{T8L8-S2GW60IM-6106YRLE},10/08/2010 06:58:05,RCW0822,PC-1251,Disconnect
logon,{E5S1-N0WP39IR-2498QIBD},10/08/2010 07:00:13,RCW0822,PC-1251,Logoff
logon,{N2G7-A3ZF40SL-4802DOMS},10/15/2010 04:39:49,RCW0822,PC-1251,Logon
device,{L4P5-O1DB27TE-3676CNNU},10/15/2010 05:02:40,RCW0822,PC-1251,Connect
http,{6C4D-6P54EG27-IORL6843},10/15/2010 05:07:22,RCW0822,PC-1251,http://wikileaks.org
device,{M9N7-D8WL32QN-5725FSOV},10/15/2010 05:50:39,RCW0822,PC-1251,Disconnect
logon,{X2J4-D8CR06IS-7551SXPM},10/15/2010 06:34:52,RCW0822,PC-1251,Logoff
